time_serial,password,way1,way1_number,way2,way2_number,way3,way3_number,total_sales,time
19083,0 5 8,5416,1040,0,346,11506,173,"14,999,668",2019/3/31
19082,5 9 5,9530,1040,10229,346,0,173,"15,642,004",2019/3/30
19081,9 5 4,5510,1040,0,346,13521,173,"16,615,714",2019/3/29
19080,3 1 6,5175,1040,0,346,10822,173,"16,412,766",2019/3/28
19079,0 8 7,7751,1040,0,346,11258,173,"16,676,794",2019/3/27
19078,2 3 9,3692,1040,0,346,10091,173,"16,269,178",2019/3/26
19077,5 1 4,2518,1040,0,346,10039,173,"16,002,362",2019/3/25
19076,2 1 4,4310,1040,0,346,6095,173,"15,734,640",2019/3/24
19075,4 2 9,6099,1040,0,346,11956,173,"15,532,364",2019/3/23
19074,8 4 2,4882,1040,0,346,11739,173,"16,149,604",2019/3/22
19073,7 0 9,7215,1040,0,346,15708,173,"15,816,528",2019/3/21
19072,9 2 1,13978,1040,0,346,13214,173,"15,966,334",2019/3/20
19071,2 0 5,3390,1040,0,346,7664,173,"16,124,118",2019/3/19
19070,7 5 5,2988,1040,4882,346,0,173,"16,062,046",2019/3/18
19069,7 9 3,4238,1040,0,346,8271,173,"15,162,338",2019/3/17
19068,5 5 0,3523,1040,4290,346,0,173,"15,690,148",2019/3/16
19067,5 7 9,8889,1040,0,346,14369,173,"16,962,734",2019/3/15
19066,2 5 7,3212,1040,0,346,5523,173,"15,999,934",2019/3/14
19065,4 3 2,2480,1040,0,346,9021,173,"15,571,880",2019/3/13
19064,7 5 2,6497,1040,0,346,19796,173,"15,139,608",2019/3/12
19063,2 1 1,1847,1040,3366,346,0,173,"15,524,896",2019/3/11
19062,8 4 8,2120,1040,3177,346,0,173,"15,252,002",2019/3/10
19061,2 8 8,5435,1040,10359,346,0,173,"15,283,106",2019/3/9
19060,2 3 9,4875,1040,0,346,14838,173,"16,348,368",2019/3/8
19059,1 0 4,4105,1040,0,346,7587,173,"15,640,186",2019/3/7
19058,4 1 7,4972,1040,0,346,10597,173,"15,168,428",2019/3/6
19057,8 6 8,4985,1040,5372,346,0,173,"14,959,702",2019/3/5
19056,2 5 2,4453,1040,5393,346,0,173,"15,531,278",2019/3/4
19055,1 8 2,7711,1040,0,346,13324,173,"14,644,906",2019/3/3
19054,3 7 4,2390,1040,0,346,9129,173,"14,718,688",2019/3/2
19053,3 6 4,4592,1040,0,346,12433,173,"15,918,034",2019/3/1
19052,5 7 7,3295,1040,3729,346,0,173,"15,409,980",2019/2/28
19051,3 3 7,5213,1040,5787,346,0,173,"14,994,824",2019/2/27
19050,8 1 1,5054,1040,5505,346,0,173,"15,085,598",2019/2/26
19049,6 3 2,6914,1040,0,346,14703,173,"14,507,570",2019/2/25
19048,1 6 1,3324,1040,5227,346,0,173,"14,165,782",2019/2/24
19047,3 6 3,4710,1040,6327,346,0,173,"13,906,010",2019/2/23
19046,2 3 1,2386,1040,0,346,6617,173,"15,161,470",2019/2/22
19045,3 7 7,5731,1040,9061,346,0,173,"14,545,210",2019/2/21
19044,1 0 5,2644,1040,0,346,5673,173,"14,112,966",2019/2/20
19043,6 0 3,2609,1040,0,346,5288,173,"14,073,502",2019/2/19
19042,3 2 8,4860,1040,0,346,13373,173,"13,644,856",2019/2/18
19041,1 3 0,2848,1040,0,346,4339,173,"13,678,064",2019/2/17
19040,3 0 1,3346,1040,0,346,5398,173,"13,671,418",2019/2/16
19039,0 6 6,4692,1040,5573,346,0,173,"14,692,712",2019/2/15
19038,0 4 8,2571,1040,0,346,7041,173,"13,576,378",2019/2/14
19037,6 9 9,5428,1040,5061,346,0,173,"13,868,440",2019/2/13
19036,5 0 7,2579,1040,0,346,6467,173,"12,919,338",2019/2/12
19035,5 7 5,3455,1040,4062,346,0,173,"12,884,006",2019/2/11
19034,8 0 8,8307,1040,4246,346,0,173,"14,118,290",2019/2/3
19033,3 4 2,2764,1040,0,346,9244,173,"16,590,310",2019/2/2
19032,8 4 8,3900,1040,4044,346,0,173,"17,236,538",2019/2/1
19031,7 1 2,5812,1040,0,346,8576,173,"17,609,024",2019/1/31
19030,8 3 8,9698,1040,7819,346,0,173,"17,884,064",2019/1/30
19029,2 5 3,4110,1040,0,346,11090,173,"17,191,104",2019/1/29
19028,5 0 1,5108,1040,0,346,5691,173,"17,290,318",2019/1/28
19027,6 1 3,6617,1040,0,346,11733,173,"16,886,102",2019/1/27
19026,1 8 5,4764,1040,0,346,15158,173,"16,873,682",2019/1/26
19025,1 6 2,3786,1040,0,346,8954,173,"17,207,322",2019/1/25
19024,5 8 8,4627,1040,4230,346,0,173,"16,180,944",2019/1/24
19023,6 6 1,3656,1040,5903,346,0,173,"16,328,734",2019/1/23
19022,0 7 4,2261,1040,0,346,6293,173,"16,042,836",2019/1/22
19021,6 6 2,7054,1040,9624,346,0,173,"15,925,050",2019/1/21
19020,8 2 1,6394,1040,0,346,8477,173,"14,459,512",2019/1/20
19019,9 9 9,34510,1040,0,346,0,173,"15,882,770",2019/1/19
19018,1 7 0,3229,1040,0,346,8294,173,"17,404,128",2019/1/18
19017,1 4 7,9050,1040,0,346,12996,173,"16,361,618",2019/1/17
19016,5 9 1,4754,1040,0,346,17630,173,"15,599,062",2019/1/16
19015,4 2 4,6925,1040,6758,346,0,173,"15,332,602",2019/1/15
19014,0 2 3,4379,1040,0,346,10626,173,"15,841,646",2019/1/14
19013,2 2 3,6989,1040,5718,346,0,173,"15,952,160",2019/1/13
19012,5 4 1,7114,1040,0,346,12786,173,"15,947,852",2019/1/12
19011,4 9 2,4092,1040,0,346,10376,173,"16,572,328",2019/1/11
19010,4 2 5,5185,1040,0,346,8016,173,"16,067,266",2019/1/10
19009,6 6 8,8817,1040,10949,346,0,173,"16,003,492",2019/1/9
19008,9 8 7,4338,1040,0,346,11300,173,"16,233,066",2019/1/8
19007,7 5 1,2739,1040,0,346,8742,173,"16,377,494",2019/1/7
19006,1 4 8,3697,1040,0,346,8831,173,"15,790,470",2019/1/6
19005,0 6 2,2744,1040,0,346,8158,173,"15,832,330",2019/1/5
19004,2 4 1,3097,1040,0,346,8117,173,"17,143,378",2019/1/4
19003,5 4 2,3739,1040,0,346,9087,173,"15,709,018",2019/1/3
19002,7 5 4,9225,1040,0,346,21822,173,"14,958,490",2019/1/2
19001,3 2 2,2600,1040,4558,346,0,173,"15,138,886",2019/1/1
18358,3 2 9,3386,1040,0,346,9304,173,"15,108,550",2018/12/31
18357,9 2 2,5122,1040,7998,346,0,173,"14,785,980",2018/12/30
18356,1 8 8,8387,1040,12587,346,0,173,"16,003,254",2018/12/29
18355,3 7 8,7903,1040,0,346,21517,173,"16,504,454",2018/12/28
18354,4 6 9,3886,1040,0,346,9437,173,"15,550,184",2018/12/27
18353,6 9 1,7941,1040,0,346,15235,173,"15,444,126",2018/12/26
18352,0 6 8,3105,1040,0,346,10340,173,"15,414,850",2018/12/25
18351,3 1 8,8259,1040,0,346,13021,173,"15,437,808",2018/12/24
18350,8 9 2,4834,1040,0,346,10237,173,"14,972,516",2018/12/23
18349,4 9 4,4204,1040,3887,346,0,173,"14,780,844",2018/12/22
18348,1 4 4,7374,1040,5780,346,0,173,"16,311,066",2018/12/21
18347,4 7 1,5590,1040,0,346,13190,173,"16,087,958",2018/12/20
18346,5 9 6,8578,1040,0,346,15483,173,"15,858,924",2018/12/19
18345,4 7 8,5442,1040,0,346,10828,173,"14,857,702",2018/12/18
18344,8 8 7,4412,1040,5419,346,0,173,"15,370,312",2018/12/17
18343,9 7 4,3527,1040,0,346,14878,173,"14,863,648",2018/12/16
18342,0 7 8,5637,1040,0,346,13421,173,"15,048,096",2018/12/15
18341,0 3 0,2845,1040,3008,346,0,173,"16,516,970",2018/12/14
18340,6 9 5,5206,1040,0,346,10404,173,"15,121,192",2018/12/13
18339,8 4 1,5795,1040,0,346,8340,173,"14,850,148",2018/12/12
18338,5 7 5,3337,1040,5087,346,0,173,"14,714,764",2018/12/11
18337,5 5 8,6957,1040,5704,346,0,173,"14,792,396",2018/12/10
18336,2 1 0,2695,1040,0,346,5824,173,"14,869,370",2018/12/9
18335,3 5 9,3918,1040,0,346,9070,173,"14,656,148",2018/12/8
18334,4 5 4,7629,1040,10263,346,0,173,"16,267,322",2018/12/7
18333,8 3 6,4105,1040,0,346,11044,173,"15,103,962",2018/12/6
18332,9 6 5,4998,1040,0,346,11541,173,"15,476,692",2018/12/5
18331,4 5 8,6978,1040,0,346,12933,173,"15,155,820",2018/12/4
18330,2 3 6,5630,1040,0,346,10834,173,"14,727,214",2018/12/3
18329,6 0 1,2401,1040,0,346,4988,173,"14,647,382",2018/12/2
18328,6 2 9,5436,1040,0,346,15691,173,"14,728,478",2018/12/1
18327,0 6 8,3535,1040,0,346,7547,173,"15,668,322",2018/11/30
18326,5 3 1,4538,1040,0,346,13054,173,"14,866,652",2018/11/29
18325,6 4 4,3763,1040,5820,346,0,173,"14,819,254",2018/11/28
18324,0 3 4,2011,1040,0,346,5179,173,"15,090,888",2018/11/27
18323,2 6 5,8589,1040,0,346,14648,173,"14,933,778",2018/11/26
18322,4 3 4,4869,1040,5503,346,0,173,"14,640,184",2018/11/25
18321,8 2 9,2988,1040,0,346,11173,173,"14,515,906",2018/11/24
18320,3 2 9,4668,1040,0,346,7986,173,"15,738,756",2018/11/23
18319,4 0 8,9836,1040,0,346,12590,173,"15,091,422",2018/11/22
18318,3 4 6,7013,1040,0,346,14877,173,"14,991,958",2018/11/21
18317,2 9 9,7179,1040,6398,346,0,173,"15,135,156",2018/11/20
18316,7 3 1,4749,1040,0,346,22243,173,"14,980,284",2018/11/19
18315,7 7 3,3018,1040,3534,346,0,173,"14,309,718",2018/11/18
18314,8 6 7,4383,1040,0,346,14575,173,"14,444,894",2018/11/17
18313,3 8 3,9119,1040,9464,346,0,173,"15,481,278",2018/11/16
18312,1 1 5,4754,1040,7634,346,0,173,"15,363,240",2018/11/15
18311,8 6 4,4838,1040,0,346,12027,173,"15,129,756",2018/11/14
18310,3 6 7,9468,1040,0,346,12445,173,"14,726,790",2018/11/13
18309,7 4 3,9282,1040,0,346,22587,173,"15,022,984",2018/11/12
18308,4 1 2,4977,1040,0,346,8414,173,"14,215,216",2018/11/11
18307,6 4 8,4835,1040,0,346,7675,173,"12,755,800",2018/11/10
18306,0 0 0,75235,1040,0,346,0,173,"15,081,506",2018/11/9
18305,1 9 0,3168,1040,0,346,6266,173,"13,919,962",2018/11/8
18304,0 2 0,4377,1040,3006,346,0,173,"14,345,694",2018/11/7
18303,6 0 8,8184,1040,0,346,13984,173,"14,126,882",2018/11/6
18302,1 9 9,3857,1040,4798,346,0,173,"14,633,344",2018/11/5
18301,9 0 1,4964,1040,0,346,5172,173,"14,705,040",2018/11/4
18300,0 9 4,5150,1040,0,346,5946,173,"14,177,752",2018/11/3
18299,4 8 9,2898,1040,0,346,7815,173,"15,616,640",2018/11/2
18298,2 5 3,4908,1040,0,346,18833,173,"13,965,732",2018/11/1
18297,4 6 1,3589,1040,0,346,11828,173,"13,758,960",2018/10/31
18296,0 3 0,1683,1040,2442,346,0,173,"14,228,456",2018/10/30
18295,1 6 8,8446,1040,0,346,15762,173,"14,156,518",2018/10/29
18294,8 3 2,4257,1040,0,346,14153,173,"13,341,350",2018/10/28
18293,1 5 1,3843,1040,3635,346,0,173,"13,670,164",2018/10/27
18292,4 5 9,3887,1040,0,346,10588,173,"14,709,972",2018/10/26
18291,6 3 9,4879,1040,0,346,14792,173,"14,077,730",2018/10/25
18290,5 3 5,4437,1040,5182,346,0,173,"14,374,356",2018/10/24
18289,9 1 3,2812,1040,0,346,4510,173,"13,982,510",2018/10/23
18288,2 7 4,10661,1040,0,346,14976,173,"14,215,532",2018/10/22
18287,0 5 1,1706,1040,0,346,5397,173,"13,696,806",2018/10/21
18286,9 3 1,4145,1040,0,346,9344,173,"13,384,310",2018/10/20
18285,0 8 0,1699,1040,2073,346,0,173,"14,546,762",2018/10/19
18284,8 5 8,4132,1040,6337,346,0,173,"13,661,982",2018/10/18
18283,8 9 9,12395,1040,8775,346,0,173,"14,819,470",2018/10/17
18282,7 8 0,6163,1040,0,346,7596,173,"14,374,466",2018/10/16
18281,1 0 6,5393,1040,0,346,7233,173,"14,427,776",2018/10/15
18280,9 5 1,4187,1040,0,346,9958,173,"13,826,254",2018/10/14
18279,6 4 5,5042,1040,0,346,11185,173,"14,092,462",2018/10/13
18278,8 1 2,6111,1040,0,346,10979,173,"14,812,170",2018/10/12
18277,0 2 5,4509,1040,0,346,14477,173,"14,773,190",2018/10/11
18276,4 1 8,9192,1040,0,346,17489,173,"14,072,728",2018/10/10
18275,3 9 3,6026,1040,5350,346,0,173,"13,812,380",2018/10/9
18274,6 5 6,4992,1040,7928,346,0,173,"14,143,444",2018/10/8
18273,6 2 4,3819,1040,0,346,7674,173,"13,168,616",2018/10/7
18272,0 7 8,3867,1040,0,346,8109,173,"13,131,834",2018/10/6
18271,7 7 5,7786,1040,7858,346,0,173,"13,302,366",2018/10/5
18270,9 5 9,6142,1040,7212,346,0,173,"13,196,896",2018/10/4
18269,4 2 6,4948,1040,0,346,11458,173,"13,214,008",2018/10/3
18268,1 8 7,3510,1040,0,346,8603,173,"12,671,594",2018/10/2
18267,1 0 5,2099,1040,0,346,4040,173,"13,023,932",2018/10/1
18266,6 9 7,4101,1040,0,346,8390,173,"13,503,222",2018/9/30
18265,1 8 0,3498,1040,0,346,11142,173,"14,474,226",2018/9/29
18264,1 9 0,5674,1040,0,346,9212,173,"14,686,626",2018/9/28
18263,4 5 2,4531,1040,0,346,11843,173,"13,963,792",2018/9/27
18262,3 6 7,4407,1040,0,346,13933,173,"14,091,100",2018/9/26
18261,3 5 2,7341,1040,0,346,13264,173,"13,671,260",2018/9/25
18260,6 6 4,6856,1040,12249,346,0,173,"13,779,280",2018/9/24
18259,1 4 9,3751,1040,0,346,13173,173,"13,529,262",2018/9/23
18258,0 4 5,2509,1040,0,346,6006,173,"13,791,646",2018/9/22
18257,6 0 3,6718,1040,0,346,10209,173,"14,639,842",2018/9/21
18256,1 4 7,10462,1040,0,346,10493,173,"13,921,742",2018/9/20
18255,7 1 0,5201,1040,0,346,7470,173,"13,600,802",2018/9/19
18254,0 2 1,2493,1040,0,346,4514,173,"14,270,992",2018/9/18
18253,8 5 2,6260,1040,0,346,13073,173,"13,599,930",2018/9/17
18252,5 7 8,9361,1040,0,346,13689,173,"12,656,124",2018/9/16
18251,0 3 0,2342,1040,2186,346,0,173,"13,973,458",2018/9/15
18250,9 1 7,8553,1040,0,346,14016,173,"14,613,498",2018/9/14
18249,2 8 9,5877,1040,0,346,11112,173,"13,778,448",2018/9/13
18248,9 3 9,4246,1040,4578,346,0,173,"13,843,238",2018/9/12
18247,3 0 3,5091,1040,5151,346,0,173,"14,479,500",2018/9/11
18246,9 1 6,8376,1040,0,346,11416,173,"14,163,100",2018/9/10
18245,0 5 1,4368,1040,0,346,4651,173,"14,445,916",2018/9/9
18244,6 4 9,12963,1040,0,346,11327,173,"13,599,858",2018/9/8
18243,7 9 0,4866,1040,0,346,4558,173,"14,727,746",2018/9/7
18242,0 9 7,3671,1040,0,346,9575,173,"14,325,604",2018/9/6
18241,1 7 0,2967,1040,0,346,6865,173,"14,414,578",2018/9/5
18240,4 9 2,11419,1040,0,346,17121,173,"15,823,692",2018/9/4
18239,8 3 7,7948,1040,0,346,11234,173,"15,795,634",2018/9/3
18238,3 9 2,12209,1040,0,346,14047,173,"14,834,276",2018/9/2
18237,1 5 7,3725,1040,0,346,7462,173,"14,052,434",2018/9/1
18236,7 0 3,9134,1040,0,346,8210,173,"14,524,730",2018/8/31
18235,5 8 4,4150,1040,0,346,8617,173,"13,215,896",2018/8/30
18234,5 0 5,4247,1040,3952,346,0,173,"12,318,162",2018/8/29
18233,1 1 1,11898,1040,0,346,0,173,"14,097,926",2018/8/28
18232,5 3 1,2922,1040,0,346,9602,173,"14,019,772",2018/8/27
18231,5 1 6,17086,1040,0,346,18444,173,"13,573,342",2018/8/26
18230,7 6 4,9932,1040,0,346,14574,173,"13,463,814",2018/8/25
18229,4 4 3,4797,1040,4524,346,0,173,"14,286,566",2018/8/24
18228,8 2 9,5149,1040,0,346,8834,173,"13,499,978",2018/8/23
18227,0 8 8,2359,1040,5315,346,0,173,"13,633,906",2018/8/22
18226,9 2 9,5016,1040,4880,346,0,173,"13,784,236",2018/8/21
18225,6 4 8,14030,1040,0,346,28620,173,"13,943,200",2018/8/20
18224,7 9 1,1610,1040,0,346,3569,173,"13,864,008",2018/8/19
18223,1 9 7,5589,1040,0,346,9703,173,"13,448,984",2018/8/18
18222,3 2 3,3908,1040,3778,346,0,173,"14,821,522",2018/8/17
18221,5 9 8,2896,1040,0,346,6804,173,"14,020,748",2018/8/16
18220,2 0 8,4414,1040,0,346,6716,173,"13,664,422",2018/8/15
18219,8 7 1,1931,1040,0,346,6437,173,"13,441,170",2018/8/14
18218,8 7 7,2785,1040,5275,346,0,173,"14,292,936",2018/8/13
18217,8 5 6,4940,1040,0,346,15847,173,"13,871,576",2018/8/12
18216,8 9 0,2987,1040,0,346,8028,173,"13,544,360",2018/8/11
18215,9 3 9,2690,1040,3911,346,0,173,"15,018,722",2018/8/10
18214,8 1 7,4508,1040,0,346,11698,173,"14,007,340",2018/8/9
18213,3 5 5,2590,1040,3066,346,0,173,"14,068,214",2018/8/8
18212,5 1 5,3351,1040,3290,346,0,173,"14,317,926",2018/8/7
18211,8 9 3,3906,1040,0,346,9629,173,"13,852,292",2018/8/6
18210,9 5 6,5448,1040,0,346,10539,173,"13,019,832",2018/8/5
18209,1 0 0,2411,1040,2063,346,0,173,"13,877,222",2018/8/4
18208,1 7 5,5592,1040,0,346,11144,173,"14,178,100",2018/8/3
18207,0 0 6,3016,1040,3930,346,0,173,"14,610,682",2018/8/2
18206,2 6 7,5408,1040,0,346,12451,173,"14,532,250",2018/8/1
18205,2 9 8,3698,1040,0,346,7307,173,"14,657,348",2018/7/31
18204,7 1 3,4583,1040,0,346,15645,173,"14,524,952",2018/7/30
18203,2 1 6,6791,1040,0,346,10431,173,"13,827,252",2018/7/29
18202,2 2 4,2748,1040,2650,346,0,173,"13,976,462",2018/7/28
18201,6 2 9,7121,1040,0,346,9841,173,"14,975,602",2018/7/27
18200,5 9 8,4532,1040,0,346,10910,173,"14,350,838",2018/7/26
18199,4 4 2,3999,1040,3318,346,0,173,"14,247,444",2018/7/25
18198,8 9 3,9816,1040,0,346,16332,173,"15,291,086",2018/7/24
18197,1 3 3,3105,1040,3493,346,0,173,"15,405,662",2018/7/23
18196,3 3 2,3129,1040,6114,346,0,173,"14,811,622",2018/7/22
18195,4 8 4,2636,1040,3451,346,0,173,"14,761,094",2018/7/21
18194,6 0 5,5948,1040,0,346,8282,173,"15,488,522",2018/7/20
18193,3 8 2,5195,1040,0,346,12540,173,"14,505,620",2018/7/19
18192,9 3 9,3083,1040,4671,346,0,173,"15,209,400",2018/7/18
18191,3 4 0,3412,1040,0,346,8750,173,"14,882,362",2018/7/17
18190,0 3 1,1413,1040,0,346,4519,173,"14,731,660",2018/7/16
18189,2 6 9,5482,1040,0,346,13081,173,"14,394,066",2018/7/15
18188,0 6 8,4037,1040,0,346,6271,173,"14,416,660",2018/7/14
18187,5 0 7,8660,1040,0,346,11959,173,"15,417,056",2018/7/13
18186,3 5 0,4549,1040,0,346,7922,173,"14,404,430",2018/7/12
18185,6 9 6,6457,1040,6541,346,0,173,"14,532,030",2018/7/11
18184,2 6 1,3444,1040,0,346,7646,173,"14,240,962",2018/7/10
18183,8 4 4,6525,1040,4260,346,0,173,"14,206,728",2018/7/9
18182,4 0 0,1913,1040,2204,346,0,173,"14,713,150",2018/7/8
18181,5 7 3,3956,1040,0,346,10503,173,"14,057,070",2018/7/7
18180,4 3 3,6106,1040,5445,346,0,173,"15,237,340",2018/7/6
18179,7 1 3,5705,1040,0,346,11834,173,"14,455,908",2018/7/5
18178,5 2 8,7097,1040,0,346,13714,173,"13,951,450",2018/7/4
18177,2 2 2,31122,1040,0,346,0,173,"14,915,152",2018/7/3
18176,2 0 7,3694,1040,0,346,7689,173,"14,748,190",2018/7/2
18175,6 1 2,3335,1040,0,346,8094,173,"14,108,584",2018/7/1
18174,0 1 9,3745,1040,0,346,6168,173,"13,912,060",2018/6/30
18173,2 4 2,3056,1040,8536,346,0,173,"16,201,822",2018/6/29
18172,2 4 7,2578,1040,0,346,7679,173,"15,316,176",2018/6/28
18171,2 9 7,1927,1040,0,346,5174,173,"15,033,834",2018/6/27
18170,1 2 7,4074,1040,0,346,5451,173,"14,972,812",2018/6/26
18169,7 1 6,6824,1040,0,346,6990,173,"14,886,396",2018/6/25
18168,2 7 5,4740,1040,0,346,12067,173,"14,204,798",2018/6/24
18167,1 3 2,3435,1040,0,346,9573,173,"14,016,140",2018/6/23
18166,0 6 1,2733,1040,0,346,3524,173,"14,973,550",2018/6/22
18165,3 0 2,3702,1040,0,346,5958,173,"14,504,856",2018/6/21
18164,6 1 0,2363,1040,0,346,5529,173,"14,643,378",2018/6/20
18163,5 7 0,18047,1040,0,346,21538,173,"16,582,614",2018/6/19
18162,2 6 0,2090,1040,0,346,5261,173,"15,954,622",2018/6/18
18161,4 7 3,7504,1040,0,346,12278,173,"15,640,220",2018/6/17
18160,1 0 8,4887,1040,0,346,6757,173,"15,545,772",2018/6/16
18159,2 9 4,2158,1040,0,346,7170,173,"15,945,710",2018/6/15
18158,3 0 0,2745,1040,4761,346,0,173,"16,310,238",2018/6/14
18157,2 0 9,6506,1040,0,346,4576,173,"12,781,702",2018/6/13
18156,3 2 2,3323,1040,6956,346,0,173,"16,716,296",2018/6/12
18155,1 6 0,3851,1040,0,346,6479,173,"16,916,906",2018/6/11
18154,0 3 1,2086,1040,0,346,5929,173,"16,558,540",2018/6/10
18153,0 8 3,2506,1040,0,346,6026,173,"16,292,212",2018/6/9
18152,4 6 9,4280,1040,0,346,6310,173,"17,201,338",2018/6/8
18151,6 9 4,5153,1040,0,346,16070,173,"16,344,144",2018/6/7
18150,6 7 5,3704,1040,0,346,11870,173,"16,464,000",2018/6/6
18149,8 7 1,3795,1040,0,346,9906,173,"16,054,544",2018/6/5
18148,8 1 9,5385,1040,0,346,11084,173,"16,038,884",2018/6/4
18147,0 3 8,3696,1040,0,346,8283,173,"15,079,386",2018/6/3
18146,6 2 3,3875,1040,0,346,10032,173,"14,866,760",2018/6/2
18145,5 2 3,3841,1040,0,346,7844,173,"15,613,848",2018/6/1
18144,0 1 9,2021,1040,0,346,8492,173,"15,228,564",2018/5/31
18143,3 2 2,2827,1040,3315,346,0,173,"15,435,200",2018/5/30
18142,9 4 9,3825,1040,5701,346,0,173,"15,751,944",2018/5/29
18141,2 7 9,4648,1040,0,346,8747,173,"15,693,558",2018/5/28
18140,6 8 0,9958,1040,0,346,6238,173,"16,315,106",2018/5/27
18139,8 2 8,7311,1040,6810,346,0,173,"16,022,310",2018/5/26
18138,1 5 3,3474,1040,0,346,9094,173,"16,967,388",2018/5/25
18137,1 7 7,5365,1040,5864,346,0,173,"16,211,700",2018/5/24
18136,0 6 4,1692,1040,0,346,5339,173,"16,478,608",2018/5/23
18135,0 8 6,4418,1040,0,346,10561,173,"16,662,896",2018/5/22
18134,2 9 9,4742,1040,5425,346,0,173,"16,981,548",2018/5/21
18133,4 1 4,4183,1040,5532,346,0,173,"16,777,610",2018/5/20
18132,4 7 0,6163,1040,0,346,11004,173,"16,104,110",2018/5/19
18131,5 4 8,5154,1040,0,346,10312,173,"16,442,324",2018/5/18
18130,9 8 9,45612,1040,21938,346,0,173,"16,520,964",2018/5/17
18129,9 8 2,4090,1040,0,346,6853,173,"15,900,760",2018/5/16
18128,2 2 9,5707,1040,5381,346,0,173,"16,792,188",2018/5/15
18127,2 9 7,10973,1040,0,346,16397,173,"16,095,524",2018/5/14
18126,4 7 8,5895,1040,0,346,15077,173,"15,476,410",2018/5/13
18125,3 2 8,5663,1040,0,346,9670,173,"15,613,042",2018/5/12
18124,1 4 1,3300,1040,4392,346,0,173,"17,119,746",2018/5/11
18123,8 3 0,3156,1040,0,346,7215,173,"16,827,648",2018/5/10
18122,1 3 7,5583,1040,0,346,16102,173,"15,768,858",2018/5/9
18121,5 1 4,3323,1040,0,346,7945,173,"15,595,218",2018/5/8
18120,4 4 2,4340,1040,4417,346,0,173,"15,182,454",2018/5/7
18119,5 0 5,5530,1040,4708,346,0,173,"15,748,376",2018/5/6
18118,7 8 6,2572,1040,0,346,7189,173,"15,640,636",2018/5/5
18117,8 3 6,6008,1040,0,346,14295,173,"15,968,776",2018/5/4
18116,8 2 0,4104,1040,0,346,8692,173,"15,406,186",2018/5/3
18115,1 8 0,3293,1040,0,346,5904,173,"14,960,216",2018/5/2
18114,8 8 7,7626,1040,7330,346,0,173,"15,183,466",2018/5/1
18113,7 9 8,2655,1040,0,346,5609,173,"15,002,414",2018/4/30
18112,2 5 6,7875,1040,0,346,22121,173,"14,808,684",2018/4/29
18111,8 1 7,10972,1040,0,346,13196,173,"15,413,138",2018/4/28
18110,7 4 6,5761,1040,0,346,12465,173,"15,837,342",2018/4/27
18109,3 3 1,3064,1040,5641,346,0,173,"14,478,710",2018/4/26
18108,0 1 0,5128,1040,3601,346,0,173,"16,045,680",2018/4/25
18107,9 4 7,3329,1040,0,346,15036,173,"15,704,360",2018/4/24
18106,9 6 0,3950,1040,0,346,10668,173,"15,642,602",2018/4/23
18105,8 4 5,12899,1040,0,346,23221,173,"14,979,746",2018/4/22
18104,7 6 7,5527,1040,8382,346,0,173,"15,297,624",2018/4/21
18103,7 9 6,4844,1040,0,346,15435,173,"17,081,664",2018/4/20
18102,9 3 8,4587,1040,0,346,11385,173,"16,228,650",2018/4/19
18101,7 9 8,4318,1040,0,346,9606,173,"15,788,950",2018/4/18
18100,8 3 0,3274,1040,0,346,6731,173,"15,758,202",2018/4/17
18099,3 3 2,3416,1040,6982,346,0,173,"16,242,548",2018/4/16
18098,3 9 4,2721,1040,0,346,6361,173,"15,746,072",2018/4/15
18097,3 0 4,1798,1040,0,346,4127,173,"15,992,688",2018/4/14
18096,4 7 5,10252,1040,0,346,24052,173,"16,682,268",2018/4/13
18095,8 9 4,4742,1040,0,346,12665,173,"16,451,000",2018/4/12
18094,7 3 4,8929,1040,0,346,12169,173,"15,708,948",2018/4/11
18093,5 5 3,3620,1040,7357,346,0,173,"15,746,920",2018/4/10
18092,1 5 3,3716,1040,0,346,9953,173,"15,244,472",2018/4/9
18091,0 7 1,3369,1040,0,346,6936,173,"15,699,848",2018/4/8
18090,9 4 2,4506,1040,0,346,9325,173,"14,946,944",2018/4/7
18089,7 7 3,6876,1040,6222,346,0,173,"14,820,220",2018/4/6
18088,2 1 2,4718,1040,3583,346,0,173,"13,928,138",2018/4/5
18087,8 2 7,12320,1040,0,346,15693,173,"14,879,320",2018/4/4
18086,3 9 1,2778,1040,0,346,8819,173,"14,699,102",2018/4/3
18085,3 3 4,6498,1040,6620,346,0,173,"15,101,832",2018/4/2
18084,5 5 4,7425,1040,14548,346,0,173,"16,107,954",2018/4/1
18083,7 5 2,2595,1040,0,346,8329,173,"15,987,932",2018/3/31
18082,5 7 4,12811,1040,0,346,19911,173,"16,725,610",2018/3/30
18081,9 4 8,3425,1040,0,346,7659,173,"16,251,218",2018/3/29
18080,7 4 9,4619,1040,0,346,12620,173,"16,207,556",2018/3/28
18079,7 3 8,5511,1040,0,346,13682,173,"15,985,692",2018/3/27
18078,2 9 4,5440,1040,0,346,10859,173,"15,477,100",2018/3/26
18077,1 3 7,4184,1040,0,346,8513,173,"14,805,390",2018/3/25
18076,3 2 8,5858,1040,0,346,15534,173,"14,303,606",2018/3/24
18075,3 4 2,2584,1040,0,346,5634,173,"15,862,930",2018/3/23
